City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
339,miri,4.4148,114.0089,26.08,94,40,1.03,MY,1712352341
340,berezovyy,51.6667,135.7,-0.39,73,100,1.78,RU,1712352342
341,rawson,-43.3002,-65.1023,21.67,32,5,9.52,AR,1712352045
342,addis ababa,9.025,38.7469,14.49,94,40,4.12,ET,1712352126
343,shimoda,34.6667,138.95,8.95,89,93,5.74,JP,1712352343
344,saint-philippe,-21.3585,55.7679,25.77,85,15,1.46,RE,1712352343
345,revda,56.801,59.9303,3.05,94,100,5.0,RU,1712352343
346,mazagao,-0.115,-51.2894,29.03,93,100,2.48,BR,1712352344
347,al kharijah,25.4514,30.5464,25.32,14,2,6.84,EG,1712352344
348,kupang,-10.1667,123.5833,25.32,100,20,0.51,ID,1712352344
349,coquimbo,-29.9533,-71.3436,15.85,88,75,4.12,CL,1712352144
350,al jawf,29.5,38.75,24.04,24,33,4.45,SA,1712352345
351,lazaro cardenas,17.9583,-102.2,28.04,43,2,5.06,MX,1712352136
352,palangkaraya,-2.2,113.8333,23.94,99,100,0.18,ID,1712352345
353,taoudenni,22.6783,-3.9836,29.04,10,10,3.39,ML,1712352076
354,alice springs,-23.7,133.8833,8.75,93,0,0.0,AU,1712352346
355,puerto montt,-41.4698,-72.9447,14.46,82,75,4.12,CL,1712352292
356,auki,-8.7676,160.7034,27.02,85,54,1.19,SB,1712352347
357,yashkul',46.1711,45.3435,12.65,68,100,4.04,RU,1712352347
358,ovalle,-30.5983,-71.2003,28.1,26,1,3.4,CL,1712351952
359,iquique,-20.2208,-70.1431,23.02,82,89,2.71,CL,1712352205
